img1_idx,img2_idx,sum
15574,8030,10
14332,59210,13
49976,29421,2
8779,7482,10
43063,54668,10
25145,30705,5
56461,26439,11
41494,42376,12
31203,28809,6
13391,12190,15
10860,28038,10
8014,10752,12
19823,23869,12
20131,32435,3
55868,8306,16
31174,572,2
28590,8643,9
38871,54546,13
21430,53766,11
41184,15423,8
6555,11029,5
12134,51298,5
41777,23191,6
4737,53747,4
35641,38902,14
44689,18671,11
40002,27911,0
32518,15125,7
42213,34770,12
6389,28544,7
6829,12451,8
1652,24789,10
30517,49311,9
45350,52990,3
25371,32344,14
53988,9221,5
32868,51957,8
38649,3199,4
17926,44574,11
23395,6049,4
30035,49494,4
23548,19974,9
25365,48666,11
23744,42427,16
7554,24110,10
24210,13050,18
13815,58252,10
58005,39060,12
19406,32065,6
7776,39053,9
25495,8533,8
25490,9380,7
28421,7987,10
49110,1254,8
59123,23568,13
54325,8172,2
46665,26755,13
11048,15095,7
47470,41695,6
5472,18157,12
6689,44590,11
37359,18483,13
46643,22294,4
1522,22242,13
47247,11536,9
58797,27561,11
8701,53129,15
5142,39700,14
49956,5486,15
19101,32239,12
11086,51300,9
51157,17543,10
20175,11732,9
55182,23491,10
11730,3641,13
11087,12063,11
5944,34083,5
20698,37168,16
30483,50802,5
18205,37517,11
18453,24852,11
18495,36016,7
12642,19834,4
46814,58452,11
48526,2049,5
51306,11056,14
56720,25645,8
31659,57426,12
37775,7923,15
35283,44515,13
52614,26951,2
22801,19531,9
17460,18827,6
48414,22903,3
42525,24574,11
37861,54272,2
43107,55013,18
10562,16216,5
40680,42693,6
54851,19742,7
31185,6047,8
39775,55115,0
21788,56849,5
17881,14323,0
25300,34451,7
26675,44380,8
56104,31254,5
30638,19144,15
23750,53017,10
36472,2000,12
23147,43855,13
29690,32514,4
18623,39440,14
58520,56963,13
13703,54406,6
20787,56010,2
51907,42578,9
36378,36813,11
54848,14049,7
52738,809,2
22582,27093,3
52708,25121,11
30598,54131,14
51107,44393,7
38804,35496,4
1363,22461,4
52293,777,12
43113,14527,5
51882,20310,8
12440,39333,18
55803,46693,14
36391,25970,1
21121,29436,9
11479,59241,6
25662,22113,7
55544,21423,16
10916,31537,1
55246,32096,1
12190,57793,13
555,30481,9
34057,24157,6
38316,57924,4
41200,37226,13
12073,14018,12
42659,13217,5
26735,781,6
3845,20506,9
13646,42599,9
36779,7929,11
57966,52386,5
42329,49456,10
28341,34397,16
50740,38062,8
39605,39793,15
28495,54004,8
6270,21477,3
26215,988,13
30057,46420,9
40455,46275,10
4462,54917,12
3348,39050,9
36302,42112,15
31786,37573,16
11114,36753,5
53054,33943,6
7278,17618,8
27043,41322,10
31446,52144,5
37589,19312,12
53119,26047,8
33600,21411,7
12660,58444,15
4499,11783,11
24949,5465,16
42096,35135,17
42294,4855,0
8783,21268,13
28058,40897,10
7308,29426,17
57802,11670,10
9346,27606,17
52390,9735,9
11235,7573,11
3753,42554,9
32866,19923,10
46818,26971,8
48953,58345,10
25243,6291,3
20059,46843,8
2895,44483,9
56055,21006,4
10991,4968,15
39960,17227,3
35545,25906,11
30545,57620,10
15055,23910,3
23705,2759,9
51890,1758,11
52743,24142,12
27285,16623,13
21608,34936,2
599,16054,13
55883,44701,13
31026,48580,9
50907,36161,10
35011,13677,10
45694,28796,12
11750,11805,15
16521,57944,14
52578,47499,8
58854,53643,16
41485,7860,1
22228,49532,15
1184,39831,11
24089,30795,6
41713,8123,7
30069,23438,14
52116,45376,9
19695,52048,3
14607,10074,12
53646,9844,14
46483,25280,11
33102,33969,9
35177,27290,7
37053,4982,10
45566,6230,9
1013,13865,14
52712,1210,14
4326,37646,9
54060,47747,11
32810,36507,9
13937,14868,5
42299,13453,9
36637,39411,8
21989,11916,9
29644,26639,6
16938,33828,4
51978,8343,0
51693,22305,13
39586,30483,10
28115,34681,7
51019,59693,6
31301,32430,7
22729,43730,8
760,34051,3
52196,20919,15
45955,34179,2
8020,52938,9
1473,29580,13
31404,40731,8
33218,34915,10
43870,18465,15
22060,21222,15
33787,34107,12
22875,3471,12
35720,32167,1
38133,43552,10
444,49207,5
38807,4151,16
19380,28465,9
37192,4170,6
39253,1462,14
39886,42563,6
27219,37105,10
13419,4095,13
1470,5611,6
10432,23250,5
21032,12139,16
33091,186,7
10250,25547,8
58575,30225,1
40846,42020,13
43034,11984,17
59553,3349,12
32564,24712,9
42636,47549,11
6401,17795,12
38995,40386,16
21102,9906,4
24342,48566,15
47207,52202,3
30974,922,9
23683,29894,5
17426,53023,13
47186,28446,9
33752,39944,1
39568,43642,3
54690,52508,0
5,47564,8
25537,51819,8
53422,944,12
4331,42966,10
16823,53364,11
11205,44823,3
54500,1708,11
50430,35732,14
22148,52830,17
18397,36397,5
57510,20615,8
58825,35919,13
41723,14149,2
20551,26719,8
2307,38271,9
4958,16175,10
30717,26316,12
14809,57758,8
40121,44903,6
43413,43188,6
43637,21895,8
59475,19377,5
42889,2414,10
18,16048,10
50793,46301,15
39663,1108,5
41325,7062,7
19856,18275,6
25060,48947,7
21849,23851,7
6130,19736,10
23838,54087,10
42446,45256,5
19117,40529,4
45583,15599,15
14467,23934,5
41929,17242,6
26259,30461,12
7901,37658,9
947,6972,5
26751,32170,4
14728,40079,11
1681,37882,2
45884,44606,8
39354,20594,10
8594,42680,12
44544,29787,9
5852,56610,4
57465,23945,16
51127,21916,4
13680,45491,13
57154,16879,6
48836,52544,15
15046,33167,6
55060,23868,14
31691,41807,3
9473,5322,4
47543,41115,13
59740,38285,12
12349,20762,3
10121,5411,9
53165,38940,8
55355,23854,1
52883,45510,15
28772,54538,9
27308,39761,7
30094,3452,5
13752,19691,10
2594,39646,2
48093,45074,16
55168,57805,11
997,3989,2
51157,35250,7
47128,53380,4
14494,18595,16
38758,29597,13
56483,36614,9
50780,53613,10
44147,2574,12
4102,14387,11
5875,31990,4
3498,10881,15
8291,33634,2
27146,24328,9
58668,47775,7
14989,37645,10
58075,15845,11
41730,37435,4
53883,5907,6
46878,10682,12
9421,10451,11
38330,4002,2
31858,31783,13
56918,40907,12
10963,16859,17
9608,50502,12
25542,25893,6
8702,23430,16
2814,25188,11
59122,18646,5
1379,33596,5
10637,26852,15
3030,54209,9
58620,21054,4
9150,29595,16
14959,31043,0
52248,8117,5
13291,22058,7
45968,48851,9
42119,18755,13
11917,46207,7
16157,43694,11
8474,43641,7
25148,23637,10
4741,12532,7
40210,3834,10
24642,22775,10
41557,11254,7
16820,33093,15
53646,19928,14
8633,28974,6
30260,57111,11
59179,51456,10
24106,29496,7
22615,14571,7
30541,137,15
48200,15864,0
6315,46180,12
55346,49999,15
9530,36049,6
19448,34836,12
14866,49682,12
22156,6044,7
7844,22091,14
45627,6966,4
5557,58838,17
5804,12937,11
20227,51295,13
18112,1568,4
14817,5483,1
36321,42024,5
46906,17922,11
16682,16301,13
44248,7460,8
24739,15504,6
54451,55984,15
35126,11876,9
48062,36826,14
39658,20964,17
6618,7316,16
14885,35040,9
43841,43915,7
1867,25041,7
2623,14443,10
20091,3592,6
54906,359,4
12022,50666,9
25803,53156,3
26930,58077,3
35725,42253,10
50243,1261,8
22734,40044,7
45423,41258,10
46734,31053,9
53605,55898,12
55307,32606,8
31840,37293,12
59519,28715,10
16578,43593,4
14782,40521,8
48217,53826,10
46337,36371,8
30104,28431,4
38700,28194,10
25545,30470,17
10790,52948,15
42423,15968,6
17765,41158,8
25466,35161,7
55774,10782,9
35244,2687,9
9204,53310,1
4263,50374,6
9345,58826,15
26260,28932,2
7788,22765,10
30497,9417,15
4240,33248,8
10757,39118,5
13367,508,5
52204,58720,2
15531,32282,14
56465,49095,10
48486,45122,12
25066,23120,5
34064,55860,4
59339,7475,6
17391,34769,16
46383,26111,10
18385,4158,13
42215,55892,3
44083,15556,13
25497,56823,3
52245,39900,3
36113,20245,12
17941,34835,7
37715,36696,16
21625,36591,4
21713,17507,4
15765,11062,6
17249,15523,7
20444,47360,10
10185,54705,13
10724,50738,12
22000,51139,9
314,45141,10
13076,12873,4
25311,7047,8
58315,20934,2
50843,22485,15
30028,30590,9
26704,16363,4
6744,35831,9
51422,58368,1
18662,40068,5
45620,17089,4
6729,14165,4
26605,43883,11
5957,35820,2
34532,57802,8
58566,15926,9
24386,28358,3
17858,21744,10
58875,10201,12
38781,3445,13
37966,57949,13
4769,18280,12
13794,11013,9
55347,16901,17
49588,46301,10
22699,12764,4
4710,17972,10
40040,4904,7
47981,3183,8
49224,35285,1
12231,41261,12
17607,56596,5
26831,4314,9
47666,26402,13
52769,50693,8
45907,33493,5
29047,40590,11
26537,27338,7
13034,51747,17
54389,4365,15
15504,47429,1
37130,5273,14
21851,10175,12
37722,45981,8
5961,29391,3
4116,45242,16
32326,36759,5
31900,45297,6
47480,40199,0
967,18258,5
42983,45869,14
43438,33635,10
35564,19367,14
14179,38666,1
10096,47689,10
5354,9284,5
29641,10564,3
16161,45867,8
43239,39045,10
54962,46459,9
1932,58403,9
45231,57329,12
2251,39251,8
23640,51703,9
15329,41927,0
26255,8932,7
57458,43664,8
54398,38266,8
27172,26754,9
21781,43746,7
9493,30735,13
36612,41391,10
57068,34007,0
19786,15523,1
17376,2044,6
36212,38578,10
5282,46181,10
17045,2974,4
45994,59779,8
24580,18713,3
25024,30741,6
55450,57717,8
28784,45697,7
51822,45783,8
47193,8150,11
10543,21448,9
33473,47210,8
49939,53874,3
57601,39957,1
35711,3943,7
20325,29794,9
58566,30642,12
10640,51897,15
34388,31143,7
46187,45708,12
1207,16886,12
4019,9711,16
56031,56458,13
9034,18659,1
47698,29579,7
16671,27401,5
7103,28790,12
38209,30995,10
33157,16855,1
41667,19298,6
47888,51368,12
8532,4765,12
14398,8201,9
44682,1583,4
42133,715,4
10687,36067,8
41992,38640,14
40389,41824,1
47016,17454,5
8799,50046,13
54790,8927,7
47904,3966,2
25003,29243,1
47439,5432,10
41959,55789,3
20871,26935,17
26044,3389,9
27603,36627,8
18551,8179,8
15961,46203,11
45642,5255,8
22076,54168,4
21626,20558,12
8093,49804,8
12279,3132,5
25629,41552,3
21332,45792,8
33000,2411,3
34934,46846,11
25030,59624,9
11867,34984,6
37697,35488,0
41150,45017,5
2309,44450,11
8960,1714,4
50599,50185,4
28842,2486,8
50003,41,17
6011,10281,13
22356,46567,8
16224,21344,10
20371,10079,8
44681,56063,8
18182,39412,4
58148,16930,2
34171,5762,5
59509,49324,9
2001,17332,14
56793,14307,11
11702,48849,4
23727,56522,1
56011,22889,10
9697,23300,9
23253,47616,8
41625,31902,11
58912,49804,15
54002,17186,14
46496,9196,1
55439,6817,11
46332,15219,8
2887,37456,10
3725,20150,4
40800,54961,18
52816,36221,11
48389,703,11
10739,42162,8
44584,27687,12
52312,10370,5
17361,17949,12
10849,8365,8
4383,4382,12
12770,56573,5
56662,42826,9
23409,14224,5
51039,22632,6
15110,38486,10
24696,34748,6
35196,25519,9
7780,45238,6
31492,472,4
57125,26969,13
18148,52873,5
23128,45682,9
33908,57770,9
12859,15261,5
7482,53235,13
9018,40822,7
22123,34497,12
35823,19449,5
28859,43321,10
37282,32502,14
25530,16339,10
3942,11338,12
14489,21335,12
9825,55151,12
3414,8073,18
1639,43984,8
10796,3037,7
56310,6841,7
301,41621,15
10467,26770,6
55600,16555,15
18878,1523,7
54004,4750,1
41290,17740,6
37451,19984,12
14388,35605,12
19433,13576,10
24335,38461,5
43968,50467,17
5765,6133,9
35802,7004,2
3631,48534,5
35722,30980,6
5919,49470,8
26815,49027,9
31734,25913,10
26716,53428,11
30983,13264,10
43525,49574,17
58606,14031,13
42302,2306,5
29611,2388,10
30696,57511,14
32321,45088,7
51480,11222,6
3302,6426,14
56020,8387,1
52231,23316,13
2174,59579,5
34334,17117,8
21523,2218,0
2688,56742,10
47915,32271,14
18315,51,7
23985,20523,13
37487,6375,11
875,28897,10
10811,18477,8
45952,13097,0
7671,5547,4
2378,33862,17
3191,22279,15
10982,50804,1
1822,37427,3
59444,46935,4
46569,44767,11
29960,45932,6
32572,11092,13
57856,45843,6
7484,50722,4
50314,36305,10
13833,22665,6
32574,53342,9
11243,55887,9
57277,46940,10
56076,40163,11
40684,22410,8
12355,53471,4
16540,9814,5
5818,27903,12
57035,22339,10
42297,49636,13
57621,33347,11
40632,43370,6
19212,22728,12
37152,54483,13
47729,7239,10
24484,14770,9
49276,10111,13
3698,14118,2
41226,55077,7
3905,5448,11
56614,1592,7
6325,43463,0
44804,25374,11
32023,19408,11
11097,7899,10
58096,18651,11
23735,51915,9
25327,7702,10
44587,54804,4
10509,11777,8
6923,5592,9
46093,29293,6
35574,57334,10
40709,50189,8
6914,8783,14
18448,15448,15
57233,38998,9
26298,49443,0
36400,17635,6
52645,13428,15
17919,44682,9
59980,54517,12
21344,28957,12
54531,35388,8
971,43509,10
27924,703,8
40375,33819,5
37018,6215,10
32850,37033,9
6247,40671,5
36526,38636,11
47903,21113,14
12401,31846,7
190,36499,11
29680,19254,17
35686,55563,13
45569,47624,11
33824,21258,11
49091,20197,7
2192,47040,9
54849,52811,4
15005,20798,3
57762,45254,4
24205,48821,9
19639,27379,8
25521,31177,7
45967,33718,11
43801,25729,1
39369,53067,11
26334,21898,4
26885,57818,14
58329,51930,15
5857,12962,10
57758,47908,7
39492,1302,11
58583,29943,14
50350,46786,5
57537,58941,11
50630,53913,8
45219,5336,5
18487,35387,13
22019,39217,3
56263,12144,2
21072,8586,18
29830,32079,6
11129,47060,5
2218,12307,3
29231,58932,10
48558,37307,6
10373,3616,13
55308,5837,8
59579,20284,4
1968,26084,12
52241,33306,12
8183,59807,7
19723,30778,15
9126,41444,10
20908,55230,10
29424,22997,10
46897,32010,10
48270,16998,8
41741,16875,6
22856,26697,8
9098,43023,9
24622,39852,9
41175,24440,8
8757,37201,6
25406,9317,4
18933,41507,11
533,29929,5
14599,38671,9
47130,31784,6
12795,28762,9
13701,26573,5
33919,2874,10
34993,20568,8
2325,2456,3
8197,14995,9
53286,56019,16
38270,32560,8
14285,10028,13
34111,18365,11
24244,17603,4
47550,41458,10
26899,26236,7
52454,57494,1
28310,11715,5
47080,27135,11
55999,24152,5
1667,18919,7
58697,11930,8
17435,11509,4
24960,17310,14
58486,46095,8
29994,38353,9
46978,53255,2
19432,57022,3
25581,19685,15
30497,34322,17
41726,17699,9
10900,6735,8
48189,27050,1
41587,32893,12
59861,16174,13
17514,22096,9
35864,10389,8
14708,29215,7
22857,27931,0
16176,55672,7
15925,44046,3
36136,52223,8
6795,47581,8
43713,47797,4
49394,42966,3
2970,35215,3
50822,20614,15
44901,18261,3
34147,40329,9
30284,36547,10
53468,29455,7
27031,40180,3
6793,16788,7
25825,22841,10
47868,4148,9
34114,39730,9
8158,18708,4
6309,957,3
25672,22007,9
9918,7780,10
54045,27881,12
30766,25714,5
32070,46516,1
4796,19114,7
18786,29899,12
38761,37948,7
43145,20165,10
37277,35842,13
20806,52232,15
26826,29057,8
5796,34586,4
43572,9365,7
46540,2820,5
27069,9728,9
3398,41309,16
44098,15205,4
32874,39531,8
36452,9188,12
41324,10265,7
28626,50676,5
21462,37772,16
2840,6296,2
53176,7590,4
55944,39161,6
95,51375,0
18885,38302,15
47160,3187,13
44807,43878,9
12377,36907,7
9967,36264,7
50713,25010,9
45523,21543,11
26041,58227,10
31960,35583,7
37637,16868,9
30226,13375,9
25792,55871,12
50901,49825,7
38161,43784,1
59366,8584,11
56327,12692,10
4625,33138,10
11664,11619,10
15838,48184,2
32647,5447,11
20183,26345,10
50490,52871,12
55371,20348,2
53731,53575,4
48802,24873,16
26326,15644,11
13396,24678,9
23047,43046,10
40228,15452,7
59525,55862,7
17920,30075,7
33872,7229,11
18104,49477,11
3634,43172,7
4616,48229,5
48941,46777,10
2683,8983,10
16740,41424,10
3468,19173,6
35779,47113,4
17444,48957,8
31733,11622,10
35610,15633,4
44955,25932,0
3235,59496,13
19062,16582,11
9342,8172,0
45406,50430,7
49667,58962,3
36071,4467,2
9038,39868,7
9587,40552,9
59494,58342,14
37213,40407,7
55227,7800,3
20895,271,4
51270,27784,7
49539,7108,15
9105,7268,8
37482,26355,3
36692,37526,2
11215,52441,15
25118,15907,4
3001,36554,7
3050,7197,13
24157,58850,15
23779,29387,11
27539,18299,8
11051,16239,4
43001,19585,14
57336,25577,8
4139,6883,8
3066,45594,15
6087,5405,13
30036,3020,15
26979,15648,0
53586,27972,11
58510,24015,2
51433,22960,9
12017,55605,7
53296,12032,13
26133,39280,6
57201,50649,5
14789,23187,7
16880,16960,9
16397,30965,4
22440,47460,2
3322,12333,12
26176,19875,4
36294,44586,15
38190,25724,7
4245,37561,7
24421,18323,7
26724,59893,7
45745,57066,9
52013,8655,14
30777,42817,8
530,56108,7
52659,55869,5
43029,39547,11
44010,31845,17
10392,51346,14
35659,46818,0
49062,29265,6
56610,50551,7
18525,56394,8
55367,41755,9
30362,7868,9
51399,35619,10
11586,25448,9
45795,41453,4
58696,51846,17
17102,54918,8
1336,16760,5
23209,11215,14
58932,39995,15
40873,29235,7
3621,34436,11
12882,36065,8
51616,36,9
8184,46608,8
40322,16427,3
11059,46298,16
22027,12503,5
31474,35960,15
48047,8887,8
14885,59649,12
14208,42772,16
53272,30561,7
984,18283,4
39532,14303,12
29068,46156,8
43979,19578,11
22835,19606,5
11745,11913,13
35416,31658,9
9621,37716,4
55406,36581,15
21150,41034,11
45357,53667,5
19946,47160,13
51837,33603,8
24851,52691,6
48446,17449,2
12305,8830,12
1196,49808,12
44573,50375,14
28368,49761,15
22991,11569,9
40593,24428,10
41516,45458,10
49084,8801,13
44265,5537,10
11363,21622,9
1919,44634,12
38712,42290,10
39367,36631,3
35890,30470,12
53069,20083,6
963,54255,14
43693,13325,12
47503,3793,8
27614,35094,3
10052,47323,12
30221,49275,15
161,8990,9
29625,30002,10
56910,52818,4
36627,46905,8
25862,11489,10
23322,21786,12
47458,52805,15
19115,13095,10
12892,45031,11
10461,48016,12
37551,35171,10
15713,15032,7
12232,39550,6
46264,5167,7
9141,5498,3
30170,41381,4
11529,31124,16
30436,30252,7
1856,4043,16
23936,36810,10
8316,14598,16
42411,522,11
43793,35188,17
24668,52072,12
49838,23038,8
34004,43842,3
30747,21979,4
27658,36209,2
44142,43820,8
24797,27336,8
48153,33347,10
18227,1462,12
24256,1716,9
49000,51744,9
17723,23150,13
45279,21475,15
307,36066,15
34192,41517,10
41717,34229,14
24506,32551,11
25003,41215,6
59255,48713,15
38868,33000,4
41755,4212,5
57218,29255,12
38452,45521,15
17757,18730,6
29018,12326,12
41167,15222,15
25055,6341,3
39799,33596,5
40423,46505,9
800,5878,18
54796,25828,11
41249,4051,3
27317,33157,5
21706,31242,12
25531,12972,5
39620,48253,1
14673,49745,9
57660,3997,6
9698,31182,8
14,24778,6
53569,13870,12
9261,55122,13
26838,42915,7
12624,38948,15
37648,1541,8
1475,3181,11
34520,40968,8
57594,37225,4
14893,30833,11
2522,36746,13
19403,59791,15
21459,24724,9
37823,26491,13
8241,7159,8
10119,39859,0
13045,49100,8
57994,37747,10
38240,7271,5
13648,57558,1
36482,19475,13
5135,6230,5
45127,39067,12
3052,38981,5
5889,57348,14
16443,36560,4
7615,36690,7
27930,32774,11
31291,8151,13
51039,12699,11
29230,31975,3
45518,28840,7
52057,20467,9
1011,6699,11
24110,17938,9
28633,29124,12
7261,9255,6
54460,54550,11
37166,3785,12
53438,27053,14
12706,48758,10
16199,16024,9
38817,23983,11
44269,56271,10
55823,6857,5
47824,17823,10
18711,48512,13
16418,33756,10
2286,47719,11
31185,41040,11
1345,33279,5
15840,8700,7
34022,38368,7
33095,27661,10
11507,17408,11
5044,12882,12
32974,36877,5
12740,16870,10
20835,8443,6
12761,12265,6
11324,36977,9
44873,4059,9
57054,58881,11
24854,31051,9
2658,17673,10
36954,7845,12
34686,15705,13
28431,54215,9
15256,45278,11
15758,15495,3
47131,48744,8
29468,14517,2
39902,9172,12
34951,51062,14
19954,20046,7
51246,42029,14
36433,42830,3
26656,2440,0
29597,34688,15
4197,58841,6
23565,4251,10
36792,36496,12
14098,24608,6
469,4304,13
24233,20804,9
24281,12890,11
41103,16697,3
34031,8259,12
10778,57835,8
31226,50634,17
6971,16494,11
44360,45399,16
53404,45706,8
48967,1804,16
31936,41901,11
14087,41440,7
16248,41045,12
48781,53764,12
37651,46996,14
18052,919,7
13407,20931,14
38351,13344,8
40583,29452,16
2905,25305,3
31118,29802,15
50590,482,15
52329,53081,14
54367,48525,10
3914,13823,11
20993,20818,11
20123,45552,6
35532,44229,11
34769,47935,10
11396,45980,14
44679,3468,2
28115,44756,13
23898,54533,7
30373,46343,2
4558,26289,13
41451,12671,3
50907,40958,1
3892,39707,9
32387,26828,13
18900,41375,11
18842,44711,13
46653,67,1
57209,37141,4
51040,42209,14
18902,3000,17
37507,38469,7
57820,40960,11
11242,45496,9
55086,8274,7
24406,26058,2
39912,50993,2
57161,5975,7
2333,54425,6
28051,39895,18
30786,3978,11
16311,59252,5
18935,21481,14
33466,5870,10
52269,53286,11
48832,54540,14
44570,11071,7
52580,14610,10
8036,46211,12
45096,20806,8
10995,18927,7
29266,7958,7
29485,40799,13
33318,8163,9
25757,40859,0
53960,28383,12
5218,55779,13
33030,40966,11
50110,58313,9
59600,43120,14
3163,34495,10
11346,51898,4
1300,56516,11
35499,24031,13
51332,29753,11
50436,52306,17
40596,15030,8
16577,44790,13
50019,23896,9
17429,1851,8
28308,34357,13
48746,19343,5
44381,575,13
7294,49711,12
16995,18944,13
10234,13145,11
27510,5492,14
3520,35766,11
36349,45158,11
8338,16377,11
26336,31571,16
54505,46555,11
32410,49802,15
24065,43664,9
19581,55252,6
51944,6810,8
18705,1390,3
40983,40072,7
44037,20451,7
19662,57359,8
10030,43521,14
46168,30926,9
42411,32843,4
3460,57833,6
38034,2385,16
20499,39109,11
36855,32572,9
23574,55140,10
3602,45669,1
31380,46396,16
23472,8407,8
9307,54179,11
51885,7838,8
48253,19576,10
38583,48140,12
2108,31552,11
19281,13752,13
42056,49217,11
33097,46869,14
58469,13815,16
50478,44543,5
41134,55864,9
52631,19392,12
23545,9099,10
6027,17436,10
11709,31037,10
11827,12056,9
304,45394,13
17591,8012,12
35011,18831,6
55167,44001,16
47662,5478,18
37223,4929,12
14776,16687,9
8124,33479,8
53977,8354,7
32679,35240,11
45588,46963,1
25452,18960,10
37004,17540,6
38185,53021,13
3994,6623,13
54234,34581,9
10154,39240,10
49521,38819,8
12158,8167,8
31952,46162,5
46909,12105,13
15718,26291,10
39037,25555,4
57840,7900,9
50044,8436,15
44855,56277,14
22835,25653,7
49492,13902,13
42702,15867,3
40351,27075,9
29893,45554,5
633,118,0
20835,26211,9
20134,3457,11
32720,16639,13
24459,26511,15
54914,17475,14
8735,56931,14
30463,5317,4
59519,56548,7
58636,13864,12
9514,55981,9
11609,2291,11
44338,48854,7
45541,17807,8
29587,23029,4
37803,53786,14
6988,30042,10
23813,43838,5
58703,24072,9
9703,2983,4
17856,39932,10
33923,38219,6
52455,20213,6
57932,12534,11
32429,33177,13
46013,23853,15
47782,31511,3
59805,16871,7
366,44935,2
27844,31114,6
30833,36967,10
52379,36681,11
7789,53929,7
32064,19484,13
32521,50750,2
38595,42822,5
10673,4874,6
5563,14249,9
5975,41334,16
44001,54643,16
30043,12874,4
19888,53921,7
21093,46120,11
3121,54858,12
39891,52437,8
30542,46524,10
13734,56812,5
10597,22128,15
50920,22600,13
55294,17409,7
14506,9745,13
25783,33121,5
10468,51011,8
7268,29176,8
45981,42597,13
14139,7195,8
51566,17247,6
23243,4539,8
33951,21372,2
39910,53735,14
44954,10994,10
55163,2755,13
38188,38975,5
9004,22752,3
35831,9151,1
40796,39326,1
30056,43085,3
17550,43136,14
41394,48708,17
54147,41863,6
738,31702,6
36514,299,11
4460,57639,9
43211,40236,6
55921,30261,10
18058,393,14
31779,49797,10
54455,31570,5
3170,37933,13
42578,39614,10
14016,30115,7
27608,56526,14
4837,11834,4
55105,16341,9
23778,51692,8
8346,37348,11
46990,57211,10
41836,58320,2
6563,36195,14
11244,24439,8
12498,54387,11
58195,11649,12
13189,30658,12
27914,30044,4
37151,53949,8
47083,7346,7
45700,23092,17
38407,3788,11
28784,30645,3
3646,25619,9
10165,25222,12
53540,37782,7
21754,52009,14
23884,13170,6
5885,45863,8
39969,27307,7
31241,40224,6
24999,48134,14
3491,45989,4
17917,56710,15
57653,25952,7
35131,29128,6
9275,22165,18
35098,46291,5
2466,44233,8
18457,21362,6
51729,7486,8
10784,23254,10
20363,27863,17
20370,6406,7
1544,57114,5
2127,10484,9
19981,32187,9
52238,47333,1
22193,44752,10
52717,23320,8
54709,9169,4
8410,10547,13
30440,6214,14
57273,46065,11
34520,53249,10
19664,53040,1
29958,29121,6
1068,38781,10
59367,50564,8
57446,14315,8
28446,13097,9
8023,57813,6
14095,59645,8
26818,34246,0
11796,59580,12
25642,2547,8
10426,39759,10
52265,11923,14
43287,27551,5
56039,56324,11
56557,33865,9
44217,11590,11
19063,13432,5
57409,54806,8
40032,2,9
30744,48079,7
10967,7486,6
59926,47425,16
19261,14182,9
40450,44810,9
31856,13372,7
11826,12909,3
22555,21025,7
13284,6165,6
19444,50103,3
54376,42363,11
24218,35378,5
26498,20802,7
22221,16502,9
705,32993,12
53001,29275,7
21286,23774,14
32665,37304,6
4169,44487,12
27519,39802,18
22561,28258,11
47170,42800,14
36973,13447,17
22450,38318,15
35737,47048,10
33951,4447,11
11365,10653,13
31570,51724,2
55454,20566,16
25529,1820,9
18508,24524,8
58883,2414,11
23143,10043,17
44079,33,10
49137,30046,8
943,16555,6
44977,9294,7
28024,30793,3
50928,52041,4
49213,15363,11
47755,6497,12
51954,900,17
54287,30517,16
39661,25836,1
23671,52040,10
2385,51554,10
22027,43785,11
930,12769,16
32929,17041,9
47250,36416,11
47975,15245,6
37066,7743,7
38013,3982,15
10919,48681,2
58167,34390,10
25610,35450,14
50320,23785,11
27157,8458,11
15990,25085,3
46162,59679,8
20971,31952,10
364,59651,9
34963,28069,7
47753,45754,9
2774,52902,8
26802,52548,3
18191,27022,10
44549,18460,4
33865,38738,8
9647,51807,14
17082,1061,12
16609,43478,16
4151,7395,10
9340,38136,13
3789,11815,10
29547,2407,13
23942,49587,6
21718,43632,11
25670,14860,5
2577,56190,12
4656,24971,2
4584,50866,9
51030,58540,8
13984,48494,10
33172,8818,3
48318,2944,1
42607,46079,7
7697,5554,13
52616,50843,7
36326,13704,5
10394,23527,10
17020,23045,5
51475,26529,13
5223,6291,10
52745,5935,7
41448,18558,16
36130,4044,3
37231,38041,10
37737,33179,17
20795,57721,11
32223,49246,4
45090,8968,15
25415,18412,8
10052,9020,11
13462,55156,17
44292,17380,12
23708,12041,8
36495,55093,8
8773,20585,7
43981,20984,6
20580,2838,10
54727,26561,6
22342,38947,16
1987,52439,7
39895,55583,10
30247,41415,14
20113,18282,7
30972,29918,2
7825,7564,14
8872,54114,11
50387,34035,10
47533,24072,3
58892,36976,7
33359,32202,6
21412,48323,9
17061,2705,12
35673,32625,4
31544,10939,8
48453,55280,11
4689,13989,9
20081,25667,15
28741,8065,9
55380,30255,1
26371,30693,9
7007,38376,7
47728,15208,8
14311,40879,1
37608,18611,14
34530,21613,12
36426,23618,5
30293,36030,1
55224,2665,13
9390,10794,18
14077,36099,17
40896,31793,5
15639,2543,10
45108,44107,12
33674,26004,12
8897,24262,4
40878,13870,5
45181,45522,8
43640,43171,9
17386,38733,5
15380,29189,9
41391,19713,6
30657,13611,8
19197,23581,9
35223,7411,8
14610,18477,9
10202,10643,11
27606,795,15
28691,18423,6
33940,32882,9
54963,58677,2
53944,3673,7
18688,25299,16
36127,28941,11
57438,51768,9
21928,10860,10
13024,44813,8
43672,53876,5
11425,30333,13
6117,31679,1
28267,25114,9
47000,27284,1
43892,25846,10
50056,51269,7
